emp_id,name,superior_emp_id,joined_date_timestamp,emp_dept_id,gender,salary
220,Jerry Johnson,95.0,2020-11-02 20:52:02,6.0,Male,101485.09
221,Jeremy Goodman,42.0,2020-01-27 21:07:38,2.0,Other,107993.75
222,Eric Horton,184.0,,5.0,Male,116807.22
223,Jacqueline Martinez DVM,29.0,2023-09-23 09:03:07,7.0,Male,116941.22
224,Joseph Garcia,294.0,2019-11-23 04:44:51,5.0,,
225,Hannah Bass,,,6.0,,82555.09
226,Christopher White,123.0,2023-03-06 01:48:36,5.0,,96455.48
227,Jesse Thomas,191.0,2021-03-20 21:34:09,5.0,Other,117638.03
228,Robert Watson,69.0,2024-11-22 11:26:45,2.0,Other,35074.09
229,Kenneth Huff,127.0,2018-04-21 03:35:04,7.0,Male,
230,Jessica Pearson,207.0,2022-04-17 08:45:29,4.0,,73745.19
231,Mrs. Linda Moore,253.0,2019-06-29 22:35:10,7.0,Other,36684.27
232,Micheal Flores,65.0,2021-05-31 15:56:35,,,30533.38
233,Gabrielle Haas,250.0,2015-08-18 01:30:59,2.0,Other,119555.9
234,David Lara,,2016-06-26 08:02:01,2.0,Other,77911.97
235,Michael Valdez Jr.,259.0,2018-08-31 20:15:01,4.0,,71465.61
236,Matthew Logan,190.0,2024-08-04 09:50:08,3.0,Male,
237,James Barnes,,2024-11-14 03:24:22,3.0,Male,107933.25
238,Angela Yang,,2021-02-03 14:52:17,2.0,Male,84258.65
239,Mrs. Anna Richardson DVM,224.0,2023-01-07 10:40:43,4.0,Male,105485.11
240,Joyce Paul,72.0,2020-04-15 19:22:48,1.0,,100027.14
241,Charles Mack,223.0,2016-04-01 02:32:07,7.0,Other,99422.42
242,Johnny Blankenship,198.0,2019-06-18 04:46:33,6.0,Male,63502.59
243,,133.0,2021-12-01 10:30:40,3.0,Female,64897.18
244,Courtney Barker,87.0,2017-10-18 11:00:57,4.0,,74701.14
245,Joshua Castillo,173.0,2016-09-07 11:53:10,2.0,Other,104362.75
246,Timothy Nguyen,270.0,2024-01-05 05:58:40,1.0,Female,50693.71
247,Mark Gonzalez,,,,Other,89976.37
248,Amanda Byrd,169.0,2019-03-13 15:45:29,6.0,Male,86783.8
249,Elizabeth Valencia,296.0,2018-11-12 00:43:19,3.0,Female,39926.76
250,Robert Flores,272.0,2020-06-11 18:40:16,6.0,Female,80687.37
251,Travis Schultz,243.0,2019-10-09 06:14:55,1.0,Male,117435.26
252,Jeffrey Brown,298.0,2021-10-08 09:53:07,6.0,Male,36793.95
253,Peter Cunningham,281.0,2015-12-01 07:50:26,7.0,Female,102287.24
254,Patricia Morgan,126.0,2022-03-18 18:19:38,2.0,Male,115882.78
255,Craig Tate,130.0,2017-05-16 06:49:50,2.0,Male,89522.84
256,Danielle Chapman,205.0,2020-09-20 11:11:35,3.0,Other,
257,Gary Nielsen,6.0,2020-11-03 15:57:10,3.0,Other,108009.56
258,Megan Bartlett,149.0,2025-06-28 15:34:27,7.0,Other,42420.98
259,Kevin Moore,265.0,2023-10-29 00:15:57,7.0,Male,99299.17
260,Maria Thomas,23.0,2024-01-08 11:46:29,,Male,111874.25
261,Mary Long,49.0,2022-12-18 03:24:46,,Other,46394.42
262,Christine Johnson,141.0,2023-12-14 07:46:08,5.0,Female,31946.68
263,Lucas Baker,,2019-06-13 07:11:53,4.0,,32478.09
264,Kevin Reyes,269.0,2022-12-21 08:36:30,4.0,Female,87479.01
265,Tammy Brown,81.0,,3.0,Female,82587.51
266,Mary Wright,39.0,2019-06-05 09:32:11,5.0,Male,
267,Dalton Myers,58.0,2024-01-16 21:38:09,1.0,Female,45160.53
268,Amy Hester,247.0,2025-02-17 04:55:00,2.0,Male,63329.8
269,Melissa Franco,23.0,2022-01-12 17:52:10,1.0,,109823.49
270,Darin Nichols,258.0,2022-10-07 18:39:33,7.0,Other,40816.95
271,Amanda Blake,,2025-07-01 11:31:17,6.0,Female,114967.09
272,Victoria Baldwin,146.0,2021-05-17 19:48:47,4.0,,38064.46
273,Mr. Michael Morales Jr.,204.0,2015-11-17 09:53:20,2.0,,
274,Matthew Gilmore,207.0,2017-03-09 16:11:53,5.0,Male,45356.11
275,David Johnson,68.0,2019-09-06 19:28:50,7.0,Female,58829.93
276,Karen Tran,153.0,2016-10-02 20:32:26,3.0,Male,48381.65
277,Kathleen Mendoza,,2018-05-14 17:07:24,3.0,Male,85438.15
278,Miss Ashley Rodriguez,32.0,,2.0,Other,107309.52
279,Heather Berg,94.0,2016-08-23 18:06:59,6.0,Female,43879.18
280,Jerry Ferguson,177.0,2016-10-16 21:18:37,6.0,Male,
281,Daniel Martin,279.0,2025-01-07 05:49:08,7.0,Other,43228.43
282,Elizabeth Allen,30.0,2020-02-01 05:02:48,4.0,Other,57004.48
283,David Lowery,248.0,,1.0,Male,116073.9
284,Thomas Smith,196.0,2017-07-12 13:11:06,6.0,Male,42424.97
285,Oscar Ramirez,178.0,,4.0,,82278.19
286,Kelli Sanchez,235.0,2024-05-30 15:44:58,,Female,
287,Shannon Clark,292.0,2021-04-02 16:30:40,5.0,Other,
288,Mr. Randy Copeland,211.0,2022-12-30 09:39:14,2.0,Other,66332.16
289,Jeanette Mills,263.0,2017-04-12 08:24:52,2.0,Male,67731.5
290,Alexandra Dunn,163.0,2024-07-27 04:44:38,6.0,,51051.38
291,Monica Hernandez,,2019-01-11 08:03:35,6.0,Female,
292,,211.0,2025-03-18 08:32:26,5.0,,77936.71
293,Lauren Horton,77.0,2018-05-08 22:46:09,3.0,Female,80421.02
294,Todd Griffin,,2019-12-25 19:47:26,5.0,,37945.15
295,Jonathan Green,284.0,2017-02-03 19:00:43,6.0,,105789.75
296,Cameron Caldwell,213.0,2023-06-11 15:09:59,2.0,Male,62827.64
297,Lisa Ferguson,262.0,2024-09-13 06:02:28,1.0,Other,
298,Stacey Chen,217.0,2025-02-11 00:48:00,3.0,,113949.24
299,Caroline Strickland,,2025-05-08 03:50:34,,Male,91218.66
300,Brandon Hutchinson,87.0,2023-04-20 12:31:16,2.0,Male,49760.9
